id          voter_id    politician_id  created_at                 updated_at               
3263        2481        201            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3337        2718        273            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3345        4005        486            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3460        4819        113            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3495        2683        58             2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3540        3995        188            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3664        1978        280            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3717        2796        189            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3771        4827        175            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3823        1301        208            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3972        3151        455            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
3981        2768        402            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4040        2718        21             2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4182        4476        348            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4254        4827        477            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4266        1328        186            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4378        917         122            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4420        190         351            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4600        1126        10             2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4615        1310        255            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4672        3038        189            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4735        2393        245            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4753        3051        31             2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4786        1082        138            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4807        2556        515            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4844        2481        481            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4861        364         90             2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4905        2768        492            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
4992        2985        453            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
5016        2573        276            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
5021        2881        200            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
5028        2985        397            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
5036        4005        426            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
5094        460         127            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
5178        917         269            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
5222        409         492            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
5299        3995        304            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
5318        4568        91             2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
5429        1485        268            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
5430        4533        129            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
5516        4324        183            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
5697        1328        268            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
5701        3418        38             2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
6018        3801        312            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
6072        2718        2              2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
6138        4153        403            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
6142        3995        296            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
6214        2796        418            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
6239        3744        451            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
6299        2232        258            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
6325        4514        420            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
6349        1147        288            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
6370        409         227            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
6615        2481        362            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
6623        2573        474            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
6686        3107        19             2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
6699        2189        72             2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
6705        295         100            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
6832        4514        242            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
6844        1301        495            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
6925        1590        178            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
7003        780         50             2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
7047        190         109            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
7079        4324        153            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
7161        1590        292            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
7260        4324        253            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
7299        3097        405            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
7382        4586        285            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
7403        1781        243            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
7743        439         17             2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
7786        2796        211            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
7878        460         259            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
7903        4476        221            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
7917        3580        511            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
7996        2556        4              2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
8030        399         201            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
8107        3418        484            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
8167        3038        400            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
8187        200         308            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
8208        4586        494            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
8347        4608        256            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
8365        1564        300            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
8407        4476        138            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
8416        1564        189            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
8421        4827        261            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
8603        453         238            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
8617        4898        149            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
8646        1301        113            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
8727        4827        24             2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
8763        134         118            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
8767        1249        220            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
8805        3995        284            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
8854        2249        284            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
8896        2556        357            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
9005        2796        132            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
9042        4608        444            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
9074        2881        497            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
9109        1564        495            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
9148        190         522            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
9183        1301        199            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
9369        4819        370            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
9511        3890        385            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
9552        4827        44             2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
9557        1249        164            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
9584        1306        170            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
9587        134         60             2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
9621        3151        38             2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
9627        1328        218            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
9661        4586        238            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
9713        1306        330            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
9864        2985        226            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
9874        2189        448            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
9891        399         302            2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700
